movie_id,title,tags
116745,The Secret Life of Walter Mitty,secret life walter mitti adventur comedi drama fantasi himalaya photograph magazin iceland daydream photograph shark fire from the job skateboard dreamer onlin date daydream ben stiller kristen wiig patton oswalt shirley maclain ben stiller timid magazin photo manag live life vicari daydream embark true life adventur negat goe miss
4327,Charlie's Angels,charli angel action adventur comedi crime thriller martial art femal friendship millionair agent cameron diaz luci liu drew barrymor bill murray mcg aspect take 1970s hit tv seri similar origin show angel dylan natali alex still work charli interfac bosley still flip hair stop traffic smile kick butt differ unsubtl humor martial art train high tech premis time hot trail stolen softwar
1422,The Departed,depart drama thriller crime undercov boston polic friend mafia undercov cop mobster mole state polic polic train realtor leonardo dicaprio matt damon jack nicholson mark wahlberg martin scorses take south boston irish mafia polic send one infiltr underworld realiz syndic done likewis undercov cop curri favor mob kingpin career crimin rise polic rank side soon discov mole among
10674,Mulan,mulan anim famili adventur homeland music train daughter cricket princess dragon luck eddi murphi jacki chan ming-na wen lea salonga toni bancroft barri cook tomboyish girl disguis young man fight imperi chines armi invad hun help wise crack dragon mushu mulan might save countri win heart handsom captain li shang
7446,Tropic Thunder,tropic thunder action comedi film make satir jungl movi star southeast asia land mine shackl war filmmak duringcreditssting blackfac method act ben stiller jack black robert downey jr. nick nolt ben stiller vietnam veteran four leaf tayback memoir tropic thunder made film director damien cockburn control cast prima donna behind schedul budget cockburn order studio execut get film back track risk cancel tayback advic cockburn drop actor middl jungl film remain scene unbeknownst actor product group drop middl golden triangl home heroin produc gang
65754,The Girl with the Dragon Tattoo,girl dragon tattoo thriller crime mysteri drama rape journalist base on novel journal hacker nazi punk investig remak antisoci person disord serial killer disappear hack comput hacker bibl quot scandinavian abus daniel craig rooney mara christoph plummer goran visnjic david fincher english languag adapt swedish novel stieg larsson follow disgrac journalist mikael blomkvist investig disappear weari patriarch niec 40 year ago aid pierc tattoo punk comput hacker name lisbeth saland work togeth investig blomkvist saland uncov immens corrupt beyond anyth ever imagin
1572,Die Hard: With a Vengeance,die hard vengeanc action thriller bomb taxi riddl robberi detect helicopt gold subway ship fistfight polic sequel decept shootout new york citi explos violenc car chase fbi agent simon say flashback dump truck aqueduct action hero feder reserv bank bruce willi jeremi iron samuel l. jackson graham green john mctiernan new york detect john mcclane back kick bad guy butt third instal action pack seri find team civilian zeus carver prevent loss innoc live mcclane thought seen genius name simon engag mcclane new partner belov citi dead game demand concentr
10528,Sherlock Holmes,sherlock holm action adventur crime mysteri detect scotland yard coffin black magic arrest partner sherlock holm murder steampunk pentagram clue robert downey jr. jude law rachel mcadam mark strong guy ritchi eccentr consult detect sherlock holm doctor john watson battl bring new nemesi unravel dead plot could destroy england
271969,Ben-Hur,ben hur drama betray vengeanc jack huston tobi kebbel rodrigo santoro nazanin boniadi timur bekmambetov fals accus nobleman surviv year slaveri take vengeanc best friend betray
10865,Atlantis: The Lost Empire,atlanti lost empir anim famili adventur scienc fiction sea atlanti anim underwat sea monster michael j. fox corey burton claudia christian jame garner gari trousdal kirk wise world high qualifi crew archaeologist explor led historian milo thatch board incred 1 000 foot submarin ulyss head deep mysteri sea
258509,Alvin and the Chipmunks: The Road Chip,alvin chipmunk road chip adventur anim comedi famili chipmunk cgi talk anim aftercreditssting duringcreditssting jason lee justin long bella thorn matthew gray gubler walt becker seri misunderstand alvin simon theodor come believ dave go propos new girlfriend new york citi dump three day get stop propos
2253,Valkyrie,valkyri drama thriller histori war berlin suicid bomb assassin resist wife husband relationship world war ii adolf hitler plan friendship decept treason colonel militari offic plot german offic piano wire medal violenc tom cruis caric van houten kenneth branagh bill nighi bryan singer wound africa world war ii nazi col claus von stauffenberg return nativ germani join resist dare plan creat shadow govern assassin adolf hitler event unfold becom central player find task lead coup person kill führer
10661,You Don't Mess with the Zohan,mess zohan comedi action new york israel middl east hairdress ladykil mossad isra palestinian heart-throb middl east conflict hairstyl hacki sack adam sandler john turturro emmanuell chriqui nick swardson denni dugan isra counterterror soldier secret fabul ambit becom manhattan hairstylist zohan desir run deep anyth includ fake death go head head arab cab driver make dream come true
257344,Pixels,pixel action comedi scienc fiction video game nerd alien attack 3d pixel adam sandler michell monaghan peter dinklag josh gad chris columbus video game expert recruit militari fight 1980s era video game charact attack new york
644,A.I. Artificial Intelligence,artifici intellig drama scienc fiction adventur artifici intellig propheci prostitut android loss of mother extraterrestri technolog ice age adopt fairi tale pinocchio prosecut gigolo hologram dystopia alien destini captur doppelgang haley joel osment franc o'connor sam robard jake thoma steven spielberg robot boy first program love david adopt test case cybertron employe wife though gradual becom child seri unexpect circumst make life imposs david without final accept human machin david embark journey discov truli belong uncov world line robot machin vast profound thin
10756,The Haunted Mansion,haunt mansion thriller fantasi comedi famili mysteri secret passag magic estat agent haunt hous famili vacat ghost aftercreditssting eddi murphi terenc stamp nathaniel parker marsha thomason rob minkoff workahol jim ever wife busi partner sara get call one night mansion owner edward gracey want sell hous ever famili arriv mansion butler take dine gracey gracey take one look sara think lost lover
686,Contact,contact drama scienc fiction mysteri base on novel nasa new mexico extraterrestri technolog prime number star radio wave wormhol fanat spiritu religion scientist sabotag ham radio alien contact mechan engin observatori eccentr man radio telescop jodi foster matthew mcconaughey jame wood john hurt robert zemecki contact scienc fiction film encount alien intellig base novel carl sagan film star jodi foster one chosen scientist must make difficult decis belief truth realiti
9383,Hollow Man,hollow man action scienc fiction thriller kill human experiment scientist invis man scienc experi kevin bacon elisabeth shue josh brolin kim dicken paul verhoeven cocki research sebastian cain work project make live creatur invis confid found right formula test soon begin vanish problem one determin make visibl cain predica eventu drive mad terrifi result
179,The Interpreter,interpret crime thriller new york dictat africa destruct of a civil assassin resist reveng murder unit nation wit to murder fbi agent resist fighter nicol kidman sean penn catherin keener jesper christensen sydney pollack silvia broom interpret unit nation headquart overhear plan assassin american secret servic agent sent investig
76285,Percy Jackson: Sea of Monsters,perci jackson sea monster adventur famili fantasi poison herm poseidon demigod golden fleec olympus 3d krono overthrow olympus base on young adult novel logan lerman alexandra daddario dougla smith leven rambin thor freudenth quest confront ultim evil perci friend battl swarm mythic creatur find mythic golden fleec stop ancient evil rise
1996,Lara Croft Tomb Raider: The Cradle of Life,lara croft tomb raider cradl life action adventur fantasi thriller riddl treasur medallion kenia alexand the great pandora box chines mafia treasur hunt hong kong archaeologist base on video game archeology  angelina joli gerard butler noah taylor djimon hounsou jan de bont lara croft ventur underwat templ search mytholog pandora box secur prompt stolen villain leader chines crime syndic lara must recov box syndic evil mastermind use construct weapon catastroph capabl
291805,Now You See Me 2,see 2 action adventur comedi crime mysteri thriller london england china magic secret societi vigilant sequel reveng heist on the run macau china magician jess eisenberg woodi harrelson mark ruffalo dave franco jon m. chu one year outwit fbi win public adul mind bend spectacl four horsemen resurfac find face face new enemi enlist pull danger heist yet
10003,The Saint,saint thriller action romanc scienc fiction adventur berlin russia gas master thief the saint val kilmer elisabeth shue rade serbedzija henri goodman phillip noyc ivan tretiak russian mafia boss want creat oil crisi moscow seiz power result send simon templar great intern crimin england get secret formula cold fusion u scientist emma russel templar fall love emma tri outwit tretiak guerrilla hide moscow
1535,Spy Game,spi game action crime thriller spi china cia cold war robert redford brad pitt catherin mccormack stephen dillan toni scott veteran spi nathan muir verg retir cia learn one time protégé close friend tom bishop polit prison sentenc die beij although friendship mar bad blood resent muir agre take danger mission career rescu bishop
2067,Mission to Mars,mission mar scienc fiction mar spacecraft space travel alien long take outer space astronaut dismember alien contact trap in space gari sinis tim robbin don cheadl conni nielsen brian de palma contact lost crew first mar expedit rescu mission launch discov fate
46195,Rio,rio anim adventur comedi famili brazil pet bird music canari samba anim duringcreditssting rio 1 río 1 jess eisenberg ann hathaway lesli mann jane lynch carlo saldanha captur smuggler hatchl macaw name blu never learn fli live happili domest life minnesota human friend linda blu thought last kind word come jewel lone femal live rio de janeiro blu linda go meet anim smuggler kidnap blu jewel pair soon escap begin peril adventur back freedom linda
2277,Bicentennial Man,bicentenni man comedi scienc fiction android hologram freedom futurist robot robin william sam neill embeth davidtz oliv platt chris columbus richard martin buy gift new ndr 114 robot product name andrew youngest famili children bicentenni man follow life time andrew robot purchas household applianc program perform menial task andrew begin experi emot creativ thought martin famili soon discov ordinari robot
10357,Volcano,volcano scienc fiction action drama thriller subway lava volcano volcanologist los angel tommi lee jone ann hech gabi hoffmann don cheadl mick jackson earthquak shatter peac los angel morn open fissur deep earth caus lava start bubbl volcano begin form la brea tar pit director citi emerg manag servic mike roark work geologist ami barn must use everi resourc citi tri stop volcano consum los angel
4477,The Devil's Own,devil crime thriller drama new york terrorist anonym northern ireland harrison ford brad pitt margaret colin rubén blade alan j. pakula franki mcguir one ira deadliest assassin draw american famili crossfir terror sent u buy weapon franki hous famili tom meara new york cop know noth franki real ident surpris friendship tom grow suspicion forc franki choos promis peac lifetim murder
8665,K-19: The Widowmaker,k 19 widowmak drama histori thriller submarin soviet union core melt north atlant nuclear woman director harrison ford liam neeson peter sarsgaard joss ackland kathryn bigelow russia first nuclear submarin malfunct maiden voyag crew must race save ship prevent nuclear disast
9387,Conan the Barbarian,conan barbarian adventur fantasi action gladiat repay despot barbarian sword and sorceri arnold schwarzenegg jame earl jone max von sydow sandahl bergman john milius film adapt classic sword sorceri hero conan barbarian hord rampag warrior massacr parent young conan enslav young child year wheel pain sole survivor childhood massacr conan releas slaveri taught ancient art fight transform kill machin conan travel wilder seek vengeanc thulsa doom man respons kill famili wilder conan take thiev valeria subotai group come upon king osric want trio warrior help rescu daughter join doom hill
921,Cinderella Man,cinderella man romanc drama histori transport netherland world cup social depriv famili famili daili life boxer box match comeback train heavi weight folk hero biographi daughter defeat sport russel crow rené zellweg paul giamatti craig bierko ron howard true stori boxer jim braddock 1920 retir surpris comeback order get famili social poor state
49852,The Nutcracker: The Untold Story,nutcrack untold stori fantasi action famili ell fan nathan lane john turturro franc de la tour andrei konchalovski set 1920 vienna tale littl girl whose godfath give special doll one christma eve
4464,Seabiscuit,seabiscuit drama histori hors race american dream racehors great depress jeff bridg david mccullough chris cooper tobey maguir gari ross true stori unders depress era racehors whose victori lift spirit team behind also nation
664,Twister,twister action adventur drama wife husband relationship tornado twister oklahoma metereologist invent climat barn natur disast cow truck disast aunt niec relationship storm chaser divorc helen hunt bill paxton cari elw jami gertz jan de bont tv weatherman bill hard tri get tornado hunter wife jo sign divorc paper marri girlfriend melissa mother natur form seri intens storm sweep across oklahoma plan soon three join team stormchas attempt insert revolutionari measur devic heart sever extrem violent tornado
8358,Cast Away,cast away adventur drama exot island suicid attempt volleybal loneli airplan crash desert island tropic island surviv skill tom hank helen hunt chris noth paul sanchez robert zemecki chuck top intern manag fedex kelli ph student love head toward marriag chuck plane malaysia ditch sea terribl storm survivor wash tini island noth flotsam jetsam aircraft cargo
9836,Happy Feet,happi feet anim comedi ocean fish zoo penguin tap danc love crush snow anthropomorph sing antarctica famili duringcreditssting elijah wood robin william brittani murphi hugh jackman georg miller world emperor penguin find soul mate song penguin born cannot sing tap danc someth fierc
2502,The Bourne Supremacy,bourn supremaci action drama thriller berlin assassin base on novel amnesia sniper lie sequel suspens on the run shootout espionag violenc foot chase car chase explod hous though guy one against mani rail car dark past moscow hand to hand combat matt damon franka potent brian cox julia stile paul greengrass cia oper purchas classifi russian document blown rival agent show sleepi seasid villag bourn mari live pair run live bourn promis retali anyon former life attempt contact forc take life train assassin surviv
9772,Air Force One,air forc one action thriller prison corrupt journalist white hous hostag ultimatum hostage-tak air forc one aerial combat conspiraci gunfight fighter plane secret servic american presid hand to hand combat negoti polit prison airplan hijack harrison ford gari oldman glenn close wendi crewson wolfgang petersen russian terrorist conspir hijack aircraft presid famili board command chief find face imposs predica give terrorist sacrific famili risk everyth uphold principl integr nation
161,Ocean's Eleven,ocean eleven thriller crime prison pickpocket strip club con artist atlant citi cockney accent las vega card dealer explos expert black and white scene male salt lake citi utah georg clooney brad pitt matt damon andi garcía steven soderbergh less 24 hour parol charismat thief danni ocean alreadi roll next plan one night danni hand pick crew specialist attempt steal 150 million three las vega casino score cash danni risk chanc reconcil ex wife tess
52451,The Three Musketeers,three musket adventur action thriller number in titl histor fiction musket 17th centuri 3d milla jovovich orlando bloom logan lerman ray stevenson paul w.s. anderson hot head young artagnan along three former legendari luck musket must unit defeat beauti doubl agent villain employ seiz french throne engulf europ war
76492,Hotel Transylvania,hotel transylvania anim comedi famili fantasi witch magic mummi vampir dracula skeleton backpack frankenstein wolfman zombi invis man duringcreditssting  nosferatu protect father fang vamp adam sandler steve buscemi david spade kevin jame genndi tartakovski dracula oper high end resort away human world goe overprotect mode boy discov resort fall count teen age daughter
4523,Enchanted,enchant comedi famili fantasi romanc poison queen fairi tale music princess portal anim fantasi world evil witch part anim ami adam patrick dempsey jame marsden timothi spall kevin lima beauti princess gisell banish evil queen magic music anim land find gritti realiti street modern day manhattan shock strang new environ oper happili ever basi gisell adrift chaotic world bad need enchant gisell begin fall love charm flaw divorc lawyer come aid even though alreadi promis perfect fairi tale princ back home wonder storybook view romanc surviv real world
59961,Safe House,safe hous action thriller cia violenc safe hous rogu agent cape town south africa soccer stadium denzel washington ryan reynold vera farmiga joel kinnaman daniel espinosa danger cia renegad resurfac decad run safe hous remand attack mercenari rooki oper escap unlik alli must stay aliv long enough uncov want dead
10481,102 Dalmatians,102 dalmatian comedi famili london england prison releas from prison women prison societi for the prevent of cruelti to anim puppi pelz dog dalmatian glenn close ioan gruffudd alic evan tim mcinnerni kevin lima get readi howl good time new assort irresist anim hero unleash great famili tail unlik allianc outrag waddlesworth parrot think rottweil team oddbal un mark dalmat puppi eager earn spot togeth embark laugh pack quest outwit ever scheme cruella de vil
59108,Tower Heist,tower heist action comedi skyscrap thanksgiv billionair parad fbi agent apart high rise femal agent ponzi scheme empti safe caper comedi plan safecrack recruit heist movi deceit lobbi ben stiller eddi murphi casey affleck alan alda brett ratner luxuri condo manag lead staff worker seek payback wall street swindler defraud day billionair get away perfect crime unlik crew amateur thiev enlist help petti crook slide steal 20 million sure hidden penthous
1581,The Holiday,holiday comedi romanc holiday london england film make christma parti countri hous room exchang surrey romant comedi los angel multipl storylin woman director christma cameron diaz kate winslet jude law jack black nanci meyer two women one cameron diaz america one kate winslet britain swap home christmastim bad breakup boyfriend woman find romanc local man jude law jack black realiz immin return home may end relationship
9798,Enemy of the State,enemi state action drama thriller corrupt washington d.c. helicopt fals accus ident mexican standoff blackmail intellig wiretap satellit nation secur agenc (nsa) polit explod build suspens mysteri mafia conspiraci lawyer crime privaci surveil baltimor maryland secret hideout will smith gene hackman jon voight regina king toni scott hotshot washington lawyer robert dean becom victim high tech ident theft hacker slip incrimin video pocket soon rogu nation secur agent set recov tape destroy dean
22897,It's Complicated,complic comedi romanc graduat ex husband woman director meryl streep alec baldwin steve martin john krasinski nanci meyer ten year divorc jane jake adler unit son colleg graduat unexpect end sleep togeth jake marri jane embark new romanc architect sort life thought figur
298,Ocean's Thirteen,ocean thirteen crime thriller casino thief reveng heist las vega pretend to be rich labor strike georg clooney brad pitt matt damon al pacino steven soderbergh danni ocean team crimin back compos plan person ever ruthless casino owner willi bank doublecross reuben tishkoff caus heart attack danni ocean vow team anyth bring willi bank along everyth got even mean ask help enemi
7484,Open Season,open season adventur anim famili hunter mountain garag grizzli bear bunni chase forest deer bear hunt martin lawrenc ashton kutcher gari sinis debra mess jill culton roger aller anthoni stacchi boog domest 900lb grizzli bear find strand wood 3 day open season forc reli elliot fast talk mule deer two form unlik friendship must quick ralli forest anim form rag tag armi hunter
157350,Divergent,diverg adventur action scienc fiction base on novel dystopia youth dystop futur cast system diverg base on young adult novel shailen woodley theo jame kate winslet mile teller neil burger world divid faction base person type tris learn classifi diverg fit discov plot destroy diverg tris mysteri four must find make diverg danger late
853,Enemy at the Gates,enemi gate war winter sniper world war ii stalingrad jude law rachel weisz ed harri joseph fienn jean-jacqu annaud enemi gate war film jean jacqu annaud 2001 take place battl stalingard world war ii russian german
10159,The Rundown,rundown adventur action comedi thriller hunter bounti bounti hunter fight amazon treasur hunt jungl dwayn johnson seann william scott rosario dawson christoph walken peter berg travi mouthi son crimin disappear amazon search treasur artifact father send beck becom travi rival affect mariana mysteri brazilian woman steeli disposit beck man word take disciplin muster work travi nab tyrant treasur
9593,Last Action Hero,last action hero adventur fantasi action comedi famili magic movi in movi spoof magic object cartoon cat ticket self-referenti projectionist child point of view arnold schwarzenegg f. murray abraham art carney charl danc john mctiernan danni obsess fiction movi charact action hero jack slater magic ticket transport jack latest adventur danni find world movi magic realiti collid danni save life hero new friend
1904,Memoirs of a Geisha,memoir geisha drama histori romanc japan prostitut sister sister relationship brothel world war ii geisha zhang ziyi gong li youki kudoh tsai chin rob marshal sweep romant epic set japan year world war ii penniless japanes child torn famili work maid geisha hous
9615,The Fast and the Furious: Tokyo Drift,fast furious tokyo drift action crime drama thriller car race car journey car mechan auto car garag auto-tun drift car automobil race luca black nathali kelley sung kang shad moss justin lin order avoid jail sentenc sean boswel head tokyo live militari father low rent section citi shaun get caught underground world drift race
51052,Arthur Christmas,arthur christma drama anim famili comedi holiday santa claus duringcreditssting woman director christma jame mcavoy hugh lauri bill nighi jim broadbent barri cook sarah smith christma santa vast armi high train elv produc gift distribut around world one night howev one 600 million children receiv gift santa christma eve miss deem accept one arthur arthur claus santa misfit son execut unauthor rooki mission get last present half way around globe dawn christma morn
297,Meet Joe Black,meet joe black fantasi drama mysteri life and death love at first sight broken engag firework religion and supernatur teenag crush fate doctor millionair brad pitt anthoni hopkin clair forlani jeffrey tambor martin brest grim reaper come collect soul megamogul bill parrish arriv proposit host vacat among live trade day exist parrish agre use pseudonym joe black death begin take part parrish daili agenda fall love man daughter yet black holiday parrish life
9884,Collateral Damage,collater damag action thriller drama terrorist fbi colombia firemen reveng explos car explos bomb attack arnold schwarzenegg francesca neri elia kotea cliff curti andrew davi firefight gordon brewer plung complex danger world intern terror lose wife child bomb credit claudio wolf perrini
16858,All That Jazz,jazz drama music show busi film make tap danc movi in movi divorc tv show in film stand-up comedian broadway rainstorm surgeri dream sequenc edit semi autobiograph restroom screen room amphetamin prescript drug abus roy scheider jessica lang leland palmer ann reink bob foss bob foss semi autobiograph film celebr show busi strip glitz giddi illus joe gideon roy scheider top heap one success director choreograph music theatr feel world slowli collaps around obsess work almost destroy person life bottl pill keep go
62764,Mirror Mirror,mirror mirror adventur fantasi drama comedi scienc fiction famili attempt murder fairi tale black magic cockroach villai good vs evil woman fight man insecur mirror snow kingdom snow white evil queen enchantress gala financi problem pendant half nake man return money evil plot duringcreditssting julia robert lili collin armi hammer nathan lane tarsem singh spend money evil enchantress queen scheme marri handsom wealthi princ one problem love beauti princess snow white join seven rebelli dwarv snow white launch epic battl good vs evil
22538,Scott Pilgrim vs. the World,scott pilgrim vs world action adventur comedi whip hipster underag girlfriend anim flashback charact point of view camera shot unconsci girl fight vegan aftercreditssting michael cera mari elizabeth winstead kieran culkin chris evan edgar wright scott pilgrim film adapt critic acclaim award win seri graphic novel name canadian cartoonist bryan lee malley scott pilgrim 23 year old canadian slacker wannab rockstar fall love american deliveri girl ramona v flower must defeat seven evil exe abl date
9341,The Core,core action thriller adventur scienc fiction magnet field center of the earth disast film aaron eckhart hilari swank delroy lindo stanley tucci jon amiel geophysicist dr josh key discov unknown forc caus earth inner core stop rotat planet magnet field rapid deterior atmospher liter start come apart seam catastroph consequ resolv crisi key along team world gift scientist travel earth core mission deton devic reactiv core
12107,Nutty Professor II: The Klumps,nutti professor ii klump fantasi comedi romanc scienc fiction alter ego mad scientist famili dean duringcreditssting research laboratori eddi murphi janet jackson larri miller john ale peter segal hilar begin professor sherman klump find romanc fellow dna specialist denis gain discov brilliant formula revers age sherman thin obnoxi alter ego buddi love want big piec action buddi get loos thing get serious nutti
9637,Scooby-Doo,scoobi doo mysteri adventur comedi amateur detect voodoo resort crime solv freddi prinz jr. sarah michell gellar matthew lillard linda cardellini raja gosnel mysteri inc gang gone separ way apart two year receiv invit spooki island know other also invit show discov amus park affect young visitor strang way
49049,Dredd,dredd action scienc fiction usa corrupt crime fighter judg metropoli law post-apocalypt dystopia execut case polic futurist base on comic book gore surviv gunfight gangster extrem violenc psychic violenc crimin justic drug lord base on graphic novel dystop futur dark humor expert marksman rooki dredd 2000 ad karl urban olivia thirlbi lena headey wood harri pete travi futur america dystopian wasteland latest scourg prostitut turn drug pusher danger new drug aim take citi possibl stop elit group urban polic call judg combin duti judg juri execution deliv brutal brand swift justic even top rank judg dredd discov take easi seem explos adapt huge popular comic seri
9339,Click,click comedi drama fantasi romanc regret workahol heart attack architect die and death time travel remot control children liposuct hospit wed dog second chanc altern realiti fatherhood obes adam sandler kate beckinsal christoph walken david hasselhoff frank coraci workahol architect find univers remot allow fast forward rewind differ part life complic aris remot start overrul choic
16281,Creepshow,creepshow horror comedi fantasi monster halloween meteor buri aliv cockroach antholog base on comic book gore anim sequenc zombi live dead hal holbrook adrienn barbeau fritz weaver lesli nielsen georg a. romero inspir e c comic 1950s georg romero stephen king bring five tale terror screen
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,cat dog 2 reveng kitti galor comedi famili tortur aftercreditssting duringcreditssting 3d jame marsden nick nolt christina appleg bett midler brad peyton ongo war canin felin speci put hold join forc thwart rogu cat spi sinist plan conquest
8247,Jumper,jumper adventur fantasi scienc fiction adolesc base on novel loss of child fight chase teleport supernatur power leap in time enemi mother love hayden christensen jami bell samuel l. jackson rachel bilson doug liman david rice man know boundari jumper born uncanni abil teleport instant anywher earth discov other like david thrust danger bloodthirsti war hunt sinist determin group zealot sworn destroy jumper david extraordinari gift may hope surviv
11253,Hellboy II: The Golden Army,hellboy ii golden armi adventur fantasi scienc fiction auction northern ireland resign superhero rebellion violenc spear cut arm split screen superhero team arm rip off super villain remors self exil vanish figur father son conflict ron perlman selma blair jeffrey tambor doug jone guillermo del toro continu adventur demon superhero evil elf break ancient pact human creatur declar war human mission releas golden armi dead group fight machin destroy human race hell earth readi erupt hellboy crew set defeat evil princ
1949,Zodiac,zodiac crime drama mysteri thriller california san francisco kill journalist newspap mass murder plan murder embassi victim threat to death victim of murder code polic murder serial killer report jake gyllenha robert downey jr. mark ruffalo anthoni edward david fincher true stori investig zodiac killer serial killer terrifi san francisco bay area taunt polic cipher letter case becom obsess four men live career built destroy endless trail clue
8452,The 6th Day,6th day scienc fiction clone futur murder clone laser gun dystop futur implant memori sci-fi thriller arnold schwarzenegg michael rapaport toni goldwyn michael rooker roger spottiswood futurist action man meet clone stumbl grand conspiraci clone take world
310,Bruce Almighty,bruce almighti fantasi comedi christian moon respons mose street gang lovesick journal new love faith prayer god car crash jim carrey jennif aniston philip baker hall catherin bell tom shadyac bruce nolan toil human interest televis report buffalo n despit high rate love beauti girlfriend grace bruce remain unfulfil end worst day life angrili ridicul god almighti respond endow bruce divin power
27578,The Expendables,expend thriller adventur action tattoo martial art sniper island mercenari bridg rescu escap church drug blade ensembl cast duringcreditssting sylvest stallon jason statham dolph lundgren eric robert sylvest stallon barney ross lead band high skill mercenari includ knife enthusiast lee christma martial art expert heavi weapon specialist demolitionist loos cannon sniper group commiss mysteri mr church assassin dictat small south american island barney lee visit remot local scout opposit discov true natur conflict engulf citi
954,Mission: Impossible,mission imposs adventur action thriller pari london england spi cia terrorist secret ident undercov arm deal headquart secret base secret mission pragu embassi secret agent tgv comput mission base on tv seri espionag agent tom cruis jon voight emmanuell béart henri czerni brian de palma ethan hunt leader crack espionag team whose peril oper gone awri explan discov mole penetr cia surpris learn 1 suspect clear name hunt must ferret real doubl agent process even score
70160,The Hunger Games,hunger game scienc fiction adventur fantasi hallucin dystopia femal protagonist bow and arrow knife throw knife fight game archeri blind glamour roast pig sponsor chariot fiction tv show mine explos base on young adult novel jennif lawrenc josh hutcherson liam hemsworth woodi harrelson gari ross everi year ruin north america nation panem forc twelv district send teenag boy girl compet hunger game part twist entertain part govern intimid tactic hunger game nation televis event tribut must fight one anoth one survivor remain pit high train tribut prepar game entir live katniss forc reli upon sharp instinct well mentorship drunken former victor haymitch abernathi ever return home district 12 katniss must make imposs choic arena weigh surviv human life love world watch
45243,The Hangover Part II,hangov part ii comedi sun glass interpol undercov cop hangov duringcreditssting bradley cooper ed helm zach galifianaki justin bartha todd phillip hangov crew head thailand stu wed disast bachelor parti las vega last year stu play safe mellow pre wed brunch howev noth goe plan bangkok perfect set anoth adventur rowdi group
364,Batman Returns,batman return action fantasi holiday corrupt doubl life dc comic crime fighter hallucin christma tree gotham citi vigilant superhero violenc dark hero fiction citi super villain super power deform bird cage evil circus christma holiday michael keaton danni devito michell pfeiffer christoph walken tim burton defeat joker batman face penguin warp deform individu intent accept gotham societi crook businessman max schreck coerc help becom mayor gotham attempt expos batman differ light selina kyle max secretari thrown top build transform catwoman mysteri figur person disord batman batman must attempt clear name time decid must done catwoman
7518,Over the Hedge,hedg comedi anim famili squirrel eat and drink vorort garden grizzli bear entrap suburbian idyl garbag forest turtl hide in a garbag contain skunk racoon anim bruce willi garri shandl steve carel wanda syke karey kirkpatrick tim johnson scheme raccoon fool mismatch famili forest creatur help repay debt food invad new suburban sprawl pop hibern learn lesson famili
11544,Lilo & Stitch,lilo stitch anim famili sister sister relationship extraterrestri technolog hawaii adopt mutat alien life-form alien phenomenon anim dog dead parent chris sander daveigh chase tia carrer david ogden stier chris sander dean debloi lone hawaiian girl name lilo rais older sister nani parent die watch social worker cobra bubbl lilo adopt funni look dog name stitch realiz new best friend wacki alien creat mad scientist dr jumba
9986,Charlotte's Web,charlott web comedi famili fantasi hero barn spider pig egg friendship spring uncl friend rescu surviv talk anim grass famili desk raincoat talk pig julia robert steve buscemi john clees oprah winfrey gari winick wilbur pig scare end season know come time end dinner tabl hatch plan charlott spider live pen ensur never happen
8656,Deep Impact,deep impact action drama romanc usa presid nasa metereologist space mission comet natur disast tsunami astronom astronaut woman director disast movi robert duval téa leoni elijah wood vanessa redgrav mimi leder seven mile wide space rock hurtl toward earth threaten obliter planet presid unit state save world appoint tough nail veteran astronaut lead joint american russian crew space destroy comet impact meanwhil enterpris report use smart uncov scoop centuri
146216,RED 2,red 2 action comedi crime thriller pari london england cia russia mi6 hire killer explod airplan bruce willi catherin zeta-jon anthoni hopkin helen mirren dean parisot retir c agent frank mose reunit unlik team elit oper global quest track miss portabl nuclear devic
9291,The Longest Yard,longest yard comedi drama prison american footbal prison blackmail supervisor sport adam sandler chris rock burt reynold michael irvin peter segal pro quarter back paul crew former colleg champion coach nate scarboro time prison ask put togeth team inmat take guard crew enlist help scarboro coach inmat victori footbal game fix turn quit anoth way
55301,Alvin and the Chipmunks: Chipwrecked,alvin chipmunk chipwreck comedi fantasi famili music anim sequel chipmunk cruis ship overboard jason lee david cross jenni slate andi buckley mike mitchel play around aboard cruis ship chipmunk chipett accident go overboard end maroon tropic paradis discov new turf desert seem
109418,Grown Ups 2,grown up 2 comedi adam sandler kevin jame chris rock david spade denni dugan star comedi cast grown up return excit new addit summertim laugh lenni adam sandler reloc famili back small town friend grew time around grown up one learn lesson kid day notori full surpris last day school
11665,Get Smart,get smart action comedi thriller danc spi terrorist traitor airplan violin base on tv seri leg steve carel ann hathaway dwayn johnson alan arkin peter segal ident secret agent control compromis chief promot hapless eager analyst maxwel smart team stylish capabl agent 99 spi whose cover remain intact work togeth thwart evil plan kao crafti oper
6964,Something's Gotta Give,someth gotta give drama comedi romanc age differ ladykil woman director jack nicholson dian keaton keanu reev franc mcdormand nanci meyer harri sanborn age music industri exec fond younger women like marin latest trophi girlfriend thing get littl awkward harri suffer heart attack home marin mother erica left care erica doctor love triangl start take shape
